"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-102.97","49.22","ESTEVAN A","4012400","1975-10","1975","10","11.6","","0.9","","6.3","","26.7","","-6.7","","6.9","","9.7","","18.0","","0","","27","","71",""
"-102.97","49.22","ESTEVAN A","4012400","1975-11","1975","11","3.2","","-7.4","","-2.1","","21.1","","-23.3","","4.6","","18.8","","27.2","","15","","25","","56",""
"-102.97","49.22","ESTEVAN A","4012400","1975-12","1975","12","-4.7","","-15.1","","-9.9","","5.0","S","-30.6","","3.0","","38.4","","40.6","","18","","32","","77",""
"-102.97","49.22","ESTEVAN A","4012400","1976-01","1976","01","-7.8","","-17.6","","-12.7","","5.0","","-33.9","","0.0","T","16.0","","16.0","","20","","29","","82",""
"-102.97","49.22","ESTEVAN A","4012400","1976-02","1976","02","-2.1","","-12.8","","-7.5","","4.4","S","-27.8","","0.3","","21.6","","21.8","","15","","32","","95",""
"-102.97","49.22","ESTEVAN A","4012400","1976-03","1976","03","-1.4","","-12.2","","-6.8","","17.8","","-28.3","","2.8","","38.1","","42.9","","0","T","27","","87",""
"-102.97","49.22","ESTEVAN A","4012400","1976-04","1976","04","12.7","","0.2","","6.5","","23.9","","-6.1","","41.4","","9.4","","54.6","","0","","5","","64",""
"-102.97","49.22","ESTEVAN A","4012400","1976-05","1976","05","20.0","","5.6","","12.8","","25.6","S","-5.0","","22.4","","0.0","","22.4","","0","","36","","79",""
"-102.97","49.22","ESTEVAN A","4012400","1976-06","1976","06","22.4","","12.2","","17.3","","30.6","","6.7","","119.1","","0.0","","119.1","","0","","23","","77",""
"-102.97","49.22","ESTEVAN A","4012400","1976-07","1976","07","26.8","","12.8","","19.8","","33.3","","7.2","","11.9","","0.0","","11.9","","0","","32","","66",""
"-102.97","49.22","ESTEVAN A","4012400","1976-08","1976","08","27.0","","12.3","","19.7","","37.8","","5.0","","30.2","","0.0","","30.2","","0","","27","","76",""
"-102.97","49.22","ESTEVAN A","4012400","1976-09","1976","09","22.8","","5.7","","14.3","","37.8","","-2.8","","11.9","","0.0","","11.9","","0","","29","","64",""
"-102.97","49.22","ESTEVAN A","4012400","1976-10","1976","10","10.4","","-3.4","","3.5","","28.3","","-11.7","","1.3","","0.8","","2.0","","0","","29","","101",""
"-102.97","49.22","ESTEVAN A","4012400","1976-11","1976","11","1.6","","-10.8","","-4.6","","13.9","S","-22.8","","0.0","","3.6","","3.3","","3","","29","","72",""
"-102.97","49.22","ESTEVAN A","4012400","1976-12","1976","12","-4.6","","-17.2","","-10.9","","7.2","","-30.6","","0.0","T","15.7","","13.5","","5","","29","","66","S"
"-102.97","49.22","ESTEVAN A","4012400","1977-01","1977","01","-13.7","","-24.8","","-19.3","","0.3","","-35.2","","0.0","T","18.6","","17.2","","16","","31","","74","E"
"-102.97","49.22","ESTEVAN A","4012400","1977-02","1977","02","0.0","","-10.1","","-5.1","","10.0","","-23.1","","0.0","T","5.0","","5.0","","3","","34","","70","E"
"-102.97","49.22","ESTEVAN A","4012400","1977-03","1977","03","5.8","","-6.8","","-0.5","","16.7","","-18.1","","0.2","","0.8","","1.1","","0","","4","","67","E"
"-102.97","49.22","ESTEVAN A","4012400","1977-04","1977","04","17.0","","0.0","","8.5","","30.0","","-8.5","","5.0","","1.9","","6.5","","0","","33","","74","E"
"-102.97","49.22","ESTEVAN A","4012400","1977-05","1977","05","23.3","","8.5","","15.9","","34.4","","-2.1","","75.1","","0.0","","75.1","","0","","19","","78","E"
"-102.97","49.22","ESTEVAN A","4012400","1977-06","1977","06","23.4","","11.1","","17.3","","34.4","","7.0","","52.3","","0.0","","52.3","","0","","31","","93","E"
"-102.97","49.22","ESTEVAN A","4012400","1977-07","1977","07","27.7","","12.9","","20.3","","35.2","","7.9","","21.4","","0.0","","21.4","","0","","11","S","67","B"
"-102.97","49.22","ESTEVAN A","4012400","1977-08","1977","08","22.3","","8.4","","15.4","","29.6","","2.8","","31.0","","0.0","","31.0","","0","","33","","74","E"
"-102.97","49.22","ESTEVAN A","4012400","1977-09","1977","09","17.3","","7.2","","12.3","","28.4","","-0.4","","66.7","","0.0","","66.7","","0","","31","","70","E"
"-102.97","49.22","ESTEVAN A","4012400","1977-10","1977","10","13.7","","1.1","","7.4","","24.4","","-5.2","","28.2","","0.2","","28.4","","0","","29","","85",""
"-102.97","49.22","ESTEVAN A","4012400","1977-11","1977","11","0.5","","-10.0","","-4.8","","13.8","","-26.3","","0.2","","17.3","","17.5","","5","","28","","85",""
"-102.97","49.22","ESTEVAN A","4012400","1977-12","1977","12","-12.0","","-19.4","","-15.7","","2.0","","-35.7","","3.0","","34.9","","38.7","","18","","32","","67","S"
"-102.97","49.22","ESTEVAN A","4012400","1978-01","1978","01","-16.4","","-25.6","","-21.0","","-2.5","","-35.7","","0.0","","8.6","","4.9","","18","","32","","78",""
"-102.97","49.22","ESTEVAN A","4012400","1978-02","1978","02","-10.7","","-20.0","","-15.4","","1.8","","-29.2","","0.0","T","6.2","","4.4","","18","","12","","83",""
"-102.97","49.22","ESTEVAN A","4012400","1978-03","1978","03","1.2","","-9.2","","-4.0","","18.3","","-28.0","","2.6","","12.0","","14.6","","0","","31","","81",""
"-102.97","49.22","ESTEVAN A","4012400","1978-04","1978","04","10.2","","-0.7","","4.8","","20.4","","-7.6","","13.9","","6.6","","20.7","","0","","29","","81",""
"-102.97","49.22","ESTEVAN A","4012400","1978-05","1978","05","19.6","","7.2","","13.4","","29.4","","0.0","","166.6","","0.0","","166.6","","0","","30","","85",""
"-102.97","49.22","ESTEVAN A","4012400","1978-06","1978","06","23.4","","10.1","","16.8","","29.3","","2.1","","117.9","","0.0","","117.9","","0","","25","","93",""
"-102.97","49.22","ESTEVAN A","4012400","1978-07","1978","07","25.5","","12.5","","19.0","","34.3","","7.7","","54.1","","0.0","","54.1","","0","","32","","74",""
"-102.97","49.22","ESTEVAN A","4012400","1978-08","1978","08","26.0","","10.3","","18.2","","35.1","","2.8","","65.5","","0.0","","65.5","","0","","35","","107",""
"-102.97","49.22","ESTEVAN A","4012400","1978-09","1978","09","21.0","","7.7","","14.4","","35.5","","1.0","","87.3","","0.0","","87.3","","0","","8","","87",""
"-102.97","49.22","ESTEVAN A","4012400","1978-10","1978","10","13.2","","0.4","","6.8","","23.5","","-6.3","","11.3","","0.0","","11.3","","0","","31","","81",""
"-102.97","49.22","ESTEVAN A","4012400","1978-11","1978","11","-2.2","","-12.4","","-7.3","","19.9","","-28.4","","1.1","","29.8","","30.1","","16","","29","","117",""
"-102.97","49.22","ESTEVAN A","4012400","1978-12","1978","12","-9.4","","-18.7","","-14.1","","1.5","","-32.2","","0.0","","20.1","","19.7","","22","","31","","100",""
"-102.97","49.22","ESTEVAN A","4012400","1979-01","1979","01","-16.0","","-25.6","","-20.8","","-5.0","","-32.9","","0.0","","10.7","","9.4","","17","","30","","83",""
"-102.97","49.22","ESTEVAN A","4012400","1979-02","1979","02","-14.8","","-24.7","","-19.8","","-0.2","","-36.8","","0.0","","23.7","","22.2","","26","","13","","69",""
"-102.97","49.22","ESTEVAN A","4012400","1979-03","1979","03","-1.8","","-11.4","","-6.6","","5.7","","-24.3","","0.0","T","19.5","","18.6","","0","T","30","","89",""
"-102.97","49.22","ESTEVAN A","4012400","1979-04","1979","04","3.0","","-4.7","","-0.9","","13.7","","-21.2","","9.1","","42.6","","61.8","","0","","32","S","67","S"
"-102.97","49.22","ESTEVAN A","4012400","1979-05","1979","05","13.6","","3.2","","8.4","","29.2","","-4.7","","42.4","","21.1","","72.0","","0","","30","","74",""
"-102.97","49.22","ESTEVAN A","4012400","1979-06","1979","06","24.3","","9.9","","17.1","","36.9","","2.7","","26.7","","0.0","","26.7","","0","","30","","80",""
"-102.97","49.22","ESTEVAN A","4012400","1979-07","1979","07","27.9","","14.2","","21.1","","35.4","","8.5","","20.9","","0.0","","20.9","","0","","33","","76",""
"-102.97","49.22","ESTEVAN A","4012400","1979-08","1979","08","24.9","","10.6","","17.8","","31.6","","1.3","","27.4","","0.0","","27.4","","0","","33","","70",""
"-102.97","49.22","ESTEVAN A","4012400","1979-09","1979","09","21.9","","6.8","","14.4","","33.8","","2.0","","16.9","","0.0","","16.9","","0","","31","","76",""
"-102.97","49.22","ESTEVAN A","4012400","1979-10","1979","10","12.8","","0.2","","6.5","","24.6","","-8.1","","13.1","","0.0","T","13.1","","0","","32","","93",""
"-102.97","49.22","ESTEVAN A","4012400","1979-11","1979","11","1.3","","-9.0","","-3.9","","15.3","","-18.0","","0.0","T","8.3","","6.0","","2","","32","","65",""
"-102.97","49.22","ESTEVAN A","4012400","1979-12","1979","12","0.0","","-11.2","","-5.6","","11.4","","-27.4","","1.0","","10.1","","9.1","","0","","30","","91",""
"-102.97","49.22","ESTEVAN A","4012400","1980-01","1980","01","-10.1","","-20.7","","-15.4","","5.0","","-32.7","","0.0","T","28.7","","25.5","","9","","31","","81",""
"-102.97","49.22","ESTEVAN A","4012400","1980-02","1980","02","-8.1","","-17.0","","-12.6","","0.5","","-34.4","","0.0","T","19.3","","18.4","","20","","31","","74",""
"-102.97","49.22","ESTEVAN A","4012400","1980-03","1980","03","-0.7","","-11.8","","-6.3","","15.0","","-28.7","","0.0","T","11.1","","10.9","","0","","30","","70",""
"-102.97","49.22","ESTEVAN A","4012400","1980-04","1980","04","16.5","","0.0","","8.3","","32.1","","-14.1","","0.2","","43.9","","46.3","","0","","32","","57",""
"-102.97","49.22","ESTEVAN A","4012400","1980-05","1980","05","23.9","","7.1","","15.5","","38.7","","-4.0","","2.1","","0.0","","2.1","","0","","13","","89",""
"-102.97","49.22","ESTEVAN A","4012400","1980-06","1980","06","24.5","","9.8","","17.2","","34.4","","1.4","","68.0","","0.0","","68.0","","0","","13","","85",""
"-102.97","49.22","ESTEVAN A","4012400","1980-07","1980","07","28.6","","12.2","","20.4","","39.3","","5.6","","23.7","","0.0","","23.7","","0","","28","","80",""
"-102.97","49.22","ESTEVAN A","4012400","1980-08","1980","08","22.2","","10.5","","16.4","","29.6","","3.7","","81.6","","0.0","","81.6","","0","","31","","81",""
"-102.97","49.22","ESTEVAN A","4012400","1980-09","1980","09","19.0","","5.8","","12.4","","36.1","","1.0","S","54.4","","0.0","","54.4","","0","","29","","87",""
"-102.97","49.22","ESTEVAN A","4012400","1980-10","1980","10","11.9","","0.0","","6.0","","27.3","","-9.8","","11.6","","12.0","","24.6","","0","","30","","94",""
"-102.97","49.22","ESTEVAN A","4012400","1980-11","1980","11","4.2","","-5.1","","-0.5","","16.6","","-18.9","","5.9","","10.2","","16.1","","0","","31","","81",""
"-102.97","49.22","ESTEVAN A","4012400","1980-12","1980","12","-5.5","","-16.0","","-10.8","","8.9","","-32.9","","0.0","T","16.7","","15.1","","0","T","31","","78",""
"-102.97","49.22","ESTEVAN A","4012400","1981-01","1981","01","-4.7","","-14.7","","-9.7","","4.7","","-26.2","","0.2","","15.1","","13.6","","7","","32","","59",""
"-102.97","49.22","ESTEVAN A","4012400","1981-02","1981","02","-2.6","","-11.6","","-7.1","","10.5","","-31.6","","5.1","","6.2","","10.7","","0","T","32","","87",""
"-102.97","49.22","ESTEVAN A","4012400","1981-03","1981","03","7.9","","-5.1","","1.4","","16.9","","-13.7","","7.2","","0.6","","7.8","","0","","32","","69",""
"-102.97","49.22","ESTEVAN A","4012400","1981-04","1981","04","15.1","","-1.1","","7.0","","26.9","","-7.5","S","14.2","","0.0","T","14.2","","0","","27","","96",""
"-102.97","49.22","ESTEVAN A","4012400","1981-05","1981","05","19.4","","4.8","","12.1","","29.8","","-5.5","","32.2","","0.0","T","32.2","","0","","17","","80",""
"-102.97","49.22","ESTEVAN A","4012400","1981-06","1981","06","22.1","","8.7","","15.4","","31.9","","4.0","","73.0","","0.0","","73.0","","0","","27","","93",""
"-102.97","49.22","ESTEVAN A","4012400","1981-07","1981","07","28.7","","13.8","","21.3","","40.5","","4.7","","57.6","","0.0","","57.6","","0","","14","","91",""
"-102.97","49.22","ESTEVAN A","4012400","1981-08","1981","08","27.5","","13.3","","20.4","","34.1","","7.8","","83.0","","0.0","","83.0","","0","","6","","131",""
"-102.97","49.22","ESTEVAN A","4012400","1981-09","1981","09","21.3","","6.6","","14.0","","31.9","","-0.1","","40.9","","0.0","","40.9","","0","","29","","93",""
"-102.97","49.22","ESTEVAN A","4012400","1981-10","1981","10","10.8","","-0.2","","5.3","","20.4","","-13.1","","20.8","","1.6","","22.4","","0","","34","","83",""
"-102.97","49.22","ESTEVAN A","4012400","1981-11","1981","11","6.1","","-4.8","","0.7","","20.6","","-11.9","","0.8","","22.0","","21.4","","12","","34","","76",""
"-102.97","49.22","ESTEVAN A","4012400","1981-12","1981","12","-7.3","","-17.0","","-12.2","","3.8","","-30.7","","1.6","","14.8","","10.4","","13","","29","","76",""
"-102.97","49.22","ESTEVAN A","4012400","1982-01","1982","01","-18.0","","-29.8","","-23.9","","3.8","","-36.8","","0.0","T","46.6","","40.4","","43","","31","","89",""
"-102.97","49.22","ESTEVAN A","4012400","1982-02","1982","02","-9.1","","-19.2","","-14.2","","5.3","","-35.1","","1.6","","20.4","","16.3","","24","","32","","72",""
"-102.97","49.22","ESTEVAN A","4012400","1982-03","1982","03","-3.5","","-12.3","","-7.9","","4.4","","-28.1","","1.2","","39.8","","38.1","","6","","29","","128",""
"-102.97","49.22","ESTEVAN A","4012400","1982-04","1982","04","8.3","","-4.2","","2.1","","25.5","","-19.9","","2.4","","10.0","","12.0","","0","","12","","89",""
"-102.97","49.22","ESTEVAN A","4012400","1982-05","1982","05","16.4","","5.1","","10.8","","30.9","","-3.3","","57.6","","0.2","","57.8","","0","","32","","85",""
"-102.97","49.22","ESTEVAN A","4012400","1982-06","1982","06","22.5","","8.8","","15.7","","31.6","","3.6","","27.8","","0.0","","27.8","","0","","33","","87",""
"-102.97","49.22","ESTEVAN A","4012400","1982-07","1982","07","26.3","","13.3","","19.8","","32.0","","8.0","","111.7","","0.0","","111.7","","0","","27","","107",""
"-102.97","49.22","ESTEVAN A","4012400","1982-08","1982","08","25.3","","11.1","","18.2","","35.5","","2.7","","51.1","","0.0","","51.1","","0","","27","","96",""
"-102.97","49.22","ESTEVAN A","4012400","1982-09","1982","09","19.6","","5.1","","12.4","","32.4","","-1.5","","45.2","","0.0","T","45.2","","0","","30","","70",""
"-102.97","49.22","ESTEVAN A","4012400","1982-10","1982","10","11.9","","0.9","","6.4","","22.2","","-5.0","","38.7","","1.0","","39.7","","0","","30","","85",""
"-102.97","49.22","ESTEVAN A","4012400","1982-11","1982","11","0.1","","-10.7","","-5.3","","12.5","","-19.8","","0.2","","1.6","","1.8","","0","","30","","67",""
"-102.97","49.22","ESTEVAN A","4012400","1982-12","1982","12","-3.9","","-13.7","","-8.8","","5.4","","-27.9","","1.0","","21.5","","23.4","","12","","33","S","70","S"
"-102.97","49.22","ESTEVAN A","4012400","1983-01","1983","01","-4.1","","-14.9","","-9.5","","4.2","","-33.5","","0.0","T","22.4","","17.9","","20","","30","","109",""
"-102.97","49.22","ESTEVAN A","4012400","1983-02","1983","02","-3.1","","-11.5","","-7.3","","5.0","","-30.5","","2.6","","9.8","","10.2","","1","","15","","50",""
"-102.97","49.22","ESTEVAN A","4012400","1983-03","1983","03","-1.0","","-8.3","","-4.7","","8.0","","-20.0","","7.0","","25.3","","31.1","","0","T","32","","52",""
"-102.97","49.22","ESTEVAN A","4012400","1983-04","1983","04","9.7","","-3.1","","3.3","","21.7","","-10.1","","3.4","","4.8","","8.2","","0","","30","","69",""
"-102.97","49.22","ESTEVAN A","4012400","1983-05","1983","05","16.4","","2.4","","9.4","","29.9","","-6.5","","23.2","","20.8","","45.6","","0","","21","","80",""
"-102.97","49.22","ESTEVAN A","4012400","1983-06","1983","06","23.9","","9.5","","16.7","","34.6","","3.3","","38.8","","0.0","","38.8","","0","","15","","83",""
"-102.97","49.22","ESTEVAN A","4012400","1983-07","1983","07","28.8","","14.7","","21.8","","38.1","","8.6","","55.7","","0.0","","55.7","","0","","28","","94",""
"-102.97","49.22","ESTEVAN A","4012400","1983-08","1983","08","31.2","","14.9","","23.1","","40.7","","7.6","","32.4","","0.0","","32.4","","0","","31","","119",""
"-102.97","49.22","ESTEVAN A","4012400","1983-09","1983","09","17.6","","5.9","","11.8","","35.4","","-5.1","","62.8","","4.2","","67.0","","0","","28","","89",""
"-102.97","49.22","ESTEVAN A","4012400","1983-10","1983","10","13.3","","0.1","","6.7","","23.4","","-8.1","","7.6","","0.6","","8.2","","0","","29","","69",""
"-102.97","49.22","ESTEVAN A","4012400","1983-11","1983","11","1.9","","-4.9","","-1.5","","19.1","","-16.7","","12.8","","6.2","","17.3","","3","","29","","74",""
"-102.97","49.22","ESTEVAN A","4012400","1983-12","1983","12","-15.5","","-23.8","","-19.7","","-5.1","","-39.5","","0.0","","10.6","","8.3","","12","","11","S","59","S"
"-102.97","49.22","ESTEVAN A","4012400","1984-01","1984","01","-5.6","","-16.2","","-10.9","","5.6","","-33.7","","3.6","","17.2","","17.1","","3","","29","S","70","S"
"-102.97","49.22","ESTEVAN A","4012400","1984-02","1984","02","2.1","","-7.7","","-2.8","","11.8","","-22.4","","0.8","","6.8","","7.0","","1","","32","","69",""
"-102.97","49.22","ESTEVAN A","4012400","1984-03","1984","03","0.1","","-8.7","","-4.3","","14.1","","-23.4","","14.8","","18.2","","28.3","","0","","31","","87",""
"-102.97","49.22","ESTEVAN A","4012400","1984-04","1984","04","13.6","","-0.4","","6.6","","21.1","","-6.3","","14.0","","17.5","","28.3","","0","","34","","100",""
"-102.97","49.22","ESTEVAN A","4012400","1984-05","1984","05","18.7","","3.1","","10.9","","36.0","","-5.3","","9.3","","0.0","T","9.3","","0","","28","S","94","S"
"-102.97","49.22","ESTEVAN A","4012400","1984-06","1984","06","23.9","","10.5","","17.2","","31.1","","3.9","","87.0","","0.0","","87.0","","0","","25","","89",""
"-102.97","49.22","ESTEVAN A","4012400","1984-07","1984","07","30.3","","13.9","","22.1","","38.0","","7.3","","24.7","","0.0","","24.7","","0","","25","","74",""
"-102.97","49.22","ESTEVAN A","4012400","1984-08","1984","08","30.0","","14.4","","22.2","","36.1","","5.5","","29.4","","0.0","","29.4","","0","","22","","78",""
"-102.97","49.22","ESTEVAN A","4012400","1984-09","1984","09","15.5","","3.6","","9.6","","30.0","","-3.3","","32.1","","6.4","","37.7","","0","","26","","80",""
"-102.97","49.22","ESTEVAN A","4012400","1984-10","1984","10","9.6","","-0.9","","4.4","","23.6","","-18.1","","11.9","","33.4","","41.3","","8","","29","","96",""
"-102.97","49.22","ESTEVAN A","4012400","1984-11","1984","11","-0.3","","-8.8","","-4.6","","10.0","","-20.6","","0.0","T","16.4","","14.2","","9","","31","","96",""
"-102.97","49.22","ESTEVAN A","4012400","1984-12","1984","12","-10.2","","-20.2","","-15.2","","5.3","","-34.8","","0.0","","20.8","","12.0","","18","","31","","94",""
"-102.97","49.22","ESTEVAN A","4012400","1985-01","1985","01","-9.5","","-20.5","","-15.0","","3.9","","-36.9","","0.0","T","17.6","","11.6","","25","","33","","78",""
"-102.97","49.22","ESTEVAN A","4012400","1985-02","1985","02","-7.4","","-17.5","","-12.5","","5.1","","-33.6","","0.2","","15.6","","9.7","","9","","32","","81",""
"-102.97","49.22","ESTEVAN A","4012400","1985-03","1985","03","5.1","","-5.6","","-0.3","","16.8","","-13.9","","0.8","","12.8","","11.8","","2","","8","","83",""
"-102.97","49.22","ESTEVAN A","4012400","1985-04","1985","04","15.1","","0.1","","7.6","","28.9","","-8.8","","20.4","","2.4","","22.6","","0","","24","","80",""
"-102.97","49.22","ESTEVAN A","4012400","1985-05","1985","05","20.7","","7.0","","13.9","","30.7","","-2.4","","48.5","","0.6","","49.1","","0","","27","","87",""
"-102.97","49.22","ESTEVAN A","4012400","1985-06","1985","06","20.1","","7.7","","13.9","","28.9","","0.0","","42.5","","0.0","","42.5","","0","","29","","111",""
"-102.97","49.22","ESTEVAN A","4012400","1985-07","1985","07","28.9","","12.7","","20.8","","39.6","","7.5","","8.6","","0.0","","8.6","","0","","17","","80",""
"-102.97","49.22","ESTEVAN A","4012400","1985-08","1985","08","22.3","","10.8","","16.6","","29.8","","5.5","","146.3","","0.0","","146.3","","0","","29","","78",""
"-102.97","49.22","ESTEVAN A","4012400","1985-09","1985","09","13.9","","5.1","","9.5","","25.4","","-4.8","","46.0","","0.8","","46.8","","0","","26","","89",""
"-102.97","49.22","ESTEVAN A","4012400","1985-10","1985","10","11.4","","-0.6","","5.4","","21.5","","-12.7","","14.6","","16.0","","29.6","","0","","28","","76",""
"-102.97","49.22","ESTEVAN A","4012400","1985-11","1985","11","-7.1","","-15.9","","-11.5","","14.4","","-31.5","","0.8","","21.0","","12.4","","7","","31","","80",""
"-102.97","49.22","ESTEVAN A","4012400","1985-12","1985","12","-6.9","","-18.1","","-12.5","","5.0","","-30.4","","0.0","T","13.2","","10.0","","4","","30","","102",""
"-102.97","49.22","ESTEVAN A","4012400","1986-01","1986","01","-2.1","","-11.5","","-6.8","","7.2","","-26.0","","0.8","","16.0","","12.6","","4","","29","","113",""
"-102.97","49.22","ESTEVAN A","4012400","1986-02","1986","02","-6.9","","-15.7","","-11.3","","7.0","","-33.7","","0.2","","17.8","","12.0","","1","","28","","57",""
"-102.97","49.22","ESTEVAN A","4012400","1986-03","1986","03","8.0","","-3.2","","2.4","","22.0","","-14.1","","2.8","","7.6","","7.3","","0","","28","","106",""
"-102.97","49.22","ESTEVAN A","4012400","1986-04","1986","04","11.2","","-1.7","","4.8","","27.9","","-15.0","","14.5","","13.2","","25.5","","0","","30","","76",""
"-102.97","49.22","ESTEVAN A","4012400","1986-05","1986","05","20.0","","6.2","","13.1","","32.1","","-3.3","","65.0","","7.8","","72.8","","0","","17","","96",""
"-102.97","49.22","ESTEVAN A","4012400","1986-06","1986","06","24.4","","10.6","","17.5","","33.8","","3.1","","51.6","","0.0","","51.6","","0","","32","","78",""
"-102.97","49.22","ESTEVAN A","4012400","1986-07","1986","07","25.5","","12.6","","19.1","","31.2","","9.4","","162.8","","0.0","","162.8","","0","","33","","104",""
"-102.97","49.22","ESTEVAN A","4012400","1986-08","1986","08","25.7","","10.8","","18.3","","35.5","","4.5","","17.4","","0.0","","17.4","","0","","18","","57",""
"-102.97","49.22","ESTEVAN A","4012400","1986-09","1986","09","15.7","","5.6","","10.7","","24.7","","-2.0","","57.6","","0.0","","57.6","","0","","8","","93",""
"-102.97","49.22","ESTEVAN A","4012400","1986-10","1986","10","13.4","","0.0","","6.7","","23.9","","-7.6","","20.4","","0.8","","20.8","","0","","32","","70",""
"-102.97","49.22","ESTEVAN A","4012400","1986-11","1986","11","-1.4","","-10.8","","-6.1","","12.4","","-22.5","","3.0","","13.4","","14.2","","0","T","30","","81",""
"-102.97","49.22","ESTEVAN A","4012400","1986-12","1986","12","-0.6","","-10.8","","-5.7","","5.6","","-24.6","","0.0","T","3.2","","1.8","","0","T","32","S","91","S"
"-102.97","49.22","ESTEVAN A","4012400","1987-01","1987","01","-1.0","","-12.5","","-6.8","","11.4","","-22.2","","0.0","T","13.4","","10.4","","5","","34","","83",""
"-102.97","49.22","ESTEVAN A","4012400","1987-02","1987","02","1.3","","-8.4","","-3.6","","8.3","","-15.6","","5.2","","8.6","","12.6","","6","","31","","76",""
"-102.97","49.22","ESTEVAN A","4012400","1987-03","1987","03","2.9","","-5.1","","-1.1","","20.7","","-16.6","","7.2","","40.2","","50.3","","0","T","31","","89",""
"-102.97","49.22","ESTEVAN A","4012400","1987-04","1987","04","17.7","","2.5","","10.1","","30.8","","-5.2","","1.6","","5.0","","5.4","","0","","28","S","78","S"
"-102.97","49.22","ESTEVAN A","4012400","1987-05","1987","05","22.2","","7.8","","15.0","","32.6","","1.0","","60.8","","0.0","","60.8","","0","","31","","87",""
"-102.97","49.22","ESTEVAN A","4012400","1987-06","1987","06","27.2","","12.1","","19.7","","36.6","","6.7","S","26.2","","0.0","","26.2","","0","","22","","89",""
"-102.97","49.22","ESTEVAN A","4012400","1987-07","1987","07","25.8","","13.3","","19.6","","36.0","","7.9","","96.3","","0.0","","96.3","","0","","32","","83",""
"-102.97","49.22","ESTEVAN A","4012400","1987-08","1987","08","23.7","","9.8","","16.8","","35.9","","3.7","","13.1","","0.0","","13.1","","0","","29","","104",""
"-102.97","49.22","ESTEVAN A","4012400","1987-09","1987","09","22.2","","6.6","","14.4","","33.3","S","1.0","","20.4","","0.0","","20.4","","0","","32","","57",""
"-102.97","49.22","ESTEVAN A","4012400","1987-10","1987","10","11.9","","-1.9","","5.0","","29.3","","-10.0","","5.0","","1.0","","6.0","","0","","30","","91",""
"-102.97","49.22","ESTEVAN A","4012400","1987-11","1987","11","6.9","","-6.2","","0.4","","15.7","","-15.3","","3.0","","0.0","T","3.0","","0","","30","","67",""
"-102.97","49.22","ESTEVAN A","4012400","1987-12","1987","12","-0.2","","-10.6","","-5.4","","10.4","","-25.5","","0.8","","2.2","","1.8","","1","","29","","74",""
"-102.97","49.22","ESTEVAN A","4012400","1988-01","1988","01","-7.0","","-19.7","","-13.4","","6.7","","-32.0","","0.0","T","15.2","","10.6","","3","","30","","78",""
"-102.97","49.22","ESTEVAN A","4012400","1988-02","1988","02","-3.5","","-16.3","","-9.9","","16.8","","-31.6","","0.6","","11.8","","9.2","","0","","29","","87",""
"-102.97","49.22","ESTEVAN A","4012400","1988-03","1988","03","5.1","","-7.4","","-1.2","","17.9","","-18.3","","4.8","","8.0","","12.2","","0","","31","","87",""
"-102.97","49.22","ESTEVAN A","4012400","1988-04","1988","04","15.5","","-2.5","","6.5","","28.1","","-9.1","","9.0","","1.0","","9.8","","0","","33","","93",""
"-102.97","49.22","ESTEVAN A","4012400","1988-05","1988","05","22.6","","7.5","","15.1","","36.5","","-0.8","","59.8","","0.0","","59.8","","0","","28","","91",""
"-102.97","49.22","ESTEVAN A","4012400","1988-06","1988","06","31.5","","15.6","","23.6","","39.1","","7.8","","59.2","","0.0","","59.2","","0","","30","","80",""
"-102.97","49.22","ESTEVAN A","4012400","1988-07","1988","07","28.8","","13.5","","21.2","","38.6","","8.0","","57.6","","0.0","","57.6","","0","","15","","89",""
"-102.97","49.22","ESTEVAN A","4012400","1988-08","1988","08","27.2","","11.9","","19.6","","39.2","","2.7","","44.6","","0.0","","44.6","","0","","23","","120",""
"-102.97","49.22","ESTEVAN A","4012400","1988-09","1988","09","19.1","","5.7","","12.4","","30.1","","0.5","","41.0","","0.0","","41.0","","0","","28","","94",""
"-102.97","49.22","ESTEVAN A","4012400","1988-10","1988","10","13.5","","-1.9","","5.8","","27.5","","-14.1","","5.0","","0.6","","5.2","","0","","30","","96",""
"-102.97","49.22","ESTEVAN A","4012400","1988-11","1988","11","1.3","","-8.6","","-3.7","","14.7","","-22.6","","5.2","","16.6","","16.8","","0","T","30","","69",""
"-102.97","49.22","ESTEVAN A","4012400","1988-12","1988","12","-5.3","","-15.7","","-10.5","","9.9","","-29.1","","0.2","","32.9","","27.7","","11","","30","","67",""
"-102.97","49.22","ESTEVAN A","4012400","1989-01","1989","01","-6.5","","-17.1","","-11.8","","3.5","","-38.3","","0.8","","57.4","","47.0","","21","","32","","85",""
