"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-102.97","49.22","ESTEVAN A","4012400","1962-05","1962","05","15.4","","4.5","","10.0","","23.3","","-5.6","","96.8","","0.5","","97.3","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1962-06","1962","06","23.7","","11.5","","17.6","","32.2","","2.2","","92.7","","0.0","","92.7","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1962-07","1962","07","24.7","","11.2","","18.0","","28.9","S","6.7","","26.9","","0.0","","26.9","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1962-08","1962","08","27.0","","11.6","","19.3","","36.7","","3.9","","25.7","","0.0","","25.7","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1962-09","1962","09","20.7","","4.9","","12.8","","29.4","","-0.6","","8.9","","0.0","","8.9","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1962-10","1962","10","14.8","","1.9","","8.4","","23.9","S","-5.6","S","17.8","","29.2","","47.0","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1962-11","1962","11","6.3","","-3.2","","1.6","","14.4","S","-9.4","","7.6","","13.0","","20.6","","5","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1962-12","1962","12","-2.5","","-13.5","","-8.0","","9.4","","-28.9","","2.8","","15.7","","18.3","","8","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1963-01","1963","01","-12.2","","-23.6","","-17.9","","5.6","","-34.4","","1.5","","5.8","","6.6","","5","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1963-02","1963","02","-5.8","","-17.5","","-11.7","","10.0","","-32.2","","1.0","","24.6","","19.6","","8","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1963-03","1963","03","5.7","","-6.7","","-0.5","","20.6","S","-15.6","","3.3","","9.9","","10.9","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1963-04","1963","04","10.8","","-1.6","","4.6","","25.6","","-7.8","","56.9","","15.0","","78.0","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1963-05","1963","05","16.4","","3.4","","9.9","","31.7","","-7.8","","74.7","","2.5","","82.0","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1963-06","1963","06","22.4","","11.0","","16.7","","28.9","","6.7","","125.5","","0.0","","125.5","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1963-07","1963","07","27.9","","14.3","","21.1","","36.1","","10.6","","113.8","","0.0","","113.8","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1963-08","1963","08","25.8","","12.3","","19.1","","34.4","","8.3","","117.9","","0.0","","117.9","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1963-09","1963","09","22.4","","8.6","","15.5","","30.6","S","2.8","","21.6","","0.0","","21.6","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1963-10","1963","10","18.8","","4.3","","11.6","","28.9","","-7.8","","0.3","","0.0","","0.3","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1963-11","1963","11","5.2","","-7.8","","-1.3","","13.9","","-20.6","","0.8","","5.8","","5.8","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1963-12","1963","12","-8.4","","-17.6","","-13.0","","8.3","","-31.7","S","0.0","T","27.4","","25.4","","10","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1964-01","1964","01","-5.2","","-15.3","","-10.3","","5.0","","-31.1","","0.0","T","10.9","","10.4","","5","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1964-02","1964","02","-0.3","","-12.9","","-6.6","","6.1","","-27.8","","0.0","","15.5","","12.4","","5","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1964-03","1964","03","-2.8","","-15.2","","-9.0","","12.2","","-31.7","","0.0","","39.4","","32.8","","18","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1964-04","1964","04","12.8","","-0.6","","6.1","","22.8","","-6.7","","22.1","","11.2","","35.3","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1964-05","1964","05","19.4","","5.7","","12.6","","33.9","","-1.1","","41.4","","0.0","","41.4","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1964-06","1964","06","22.0","","9.5","","15.8","","35.6","","0.0","","95.8","","0.0","","95.8","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1964-07","1964","07","28.6","","13.7","","21.2","","33.3","","9.4","S","88.9","","0.0","","88.9","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1964-08","1964","08","23.9","","9.7","","16.8","","35.0","","1.7","","60.2","","0.0","","60.2","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1964-09","1964","09","17.6","","3.7","","10.7","","31.7","","-2.8","S","26.7","","0.0","","26.7","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1964-10","1964","10","15.2","","-0.3","","7.5","","28.3","","-8.3","","1.0","","0.3","","1.3","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1964-11","1964","11","0.2","","-11.0","","-5.4","","18.9","","-30.6","","0.0","T","24.9","","20.8","","10","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1964-12","1964","12","-14.5","","-23.6","","-19.1","","0.0","","-34.4","","0.0","T","33.8","","32.3","","30","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1965-01","1965","01","-13.1","","-24.1","","-18.6","","0.0","","-35.6","S","0.0","T","25.9","","21.1","","38","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1965-02","1965","02","-7.8","","-20.9","","-14.4","","5.6","","-31.1","S","0.3","","3.8","","4.3","","18","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1965-03","1965","03","-6.6","","-16.9","","-11.8","","2.2","","-27.8","S","0.0","T","10.7","","9.4","","10","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1965-04","1965","04","9.1","","-0.9","","4.1","","27.2","","-6.1","","9.7","","6.6","","19.6","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1965-05","1965","05","16.9","","3.6","","10.3","","28.3","","-2.8","","145.5","","4.6","","150.1","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1965-06","1965","06","22.1","","10.2","","16.2","","28.3","S","4.4","","68.1","","0.0","","68.1","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1965-07","1965","07","26.4","","12.8","","19.6","","31.1","S","7.8","","46.7","","0.0","","46.7","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1965-08","1965","08","25.8","","10.9","","18.4","","36.7","","4.4","S","62.5","","0.0","","62.5","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1965-09","1965","09","11.7","","0.7","","6.2","","25.0","","-6.7","","48.8","","22.4","","71.1","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1965-10","1965","10","16.1","","0.4","","8.3","","22.8","","-6.1","","0.0","T","0.0","","0.0","T","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1965-11","1965","11","-0.3","","-11.2","","-5.8","","20.0","","-22.8","","1.0","","16.3","","13.2","","8","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1965-12","1965","12","-3.4","","-13.5","","-8.5","","10.6","","-28.9","","0.0","T","31.8","","30.2","","23","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1966-01","1966","01","-17.9","","-28.6","","-23.3","","-3.9","","-39.4","","0.0","","24.9","","20.6","","23","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1966-02","1966","02","-8.2","","-19.5","","-13.9","","1.7","","-33.3","","0.0","","15.5","","9.4","","13","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1966-03","1966","03","4.8","","-7.6","","-1.4","","23.3","","-22.2","","2.3","","0.8","","3.0","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1966-04","1966","04","6.5","","-3.8","","1.4","","18.3","","-10.6","","13.2","","25.1","","35.6","","5","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1966-05","1966","05","18.8","","2.8","","10.8","","30.0","","-5.6","","16.5","","7.1","","23.6","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1966-06","1966","06","23.0","","8.7","","15.9","","34.4","","1.7","S","43.9","","0.0","","43.9","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1966-07","1966","07","28.6","","14.0","","21.3","","36.7","","8.9","S","31.5","","0.0","","31.5","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1966-08","1966","08","24.6","","10.7","","17.7","","35.0","","5.0","","78.7","","0.0","","78.7","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1966-09","1966","09","22.2","","6.2","","14.2","","33.3","","-1.7","","5.1","","0.0","","5.1","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1966-10","1966","10","13.3","","-1.0","","6.2","","27.2","","-10.6","","2.3","","7.4","","9.7","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1966-11","1966","11","-2.0","","-13.4","","-7.7","","7.2","","-23.9","","3.6","","14.2","","15.0","","3","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1966-12","1966","12","-5.6","","-15.2","","-10.4","","5.0","","-27.8","S","0.8","","9.9","","8.4","","5","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1967-01","1967","01","-8.7","","-19.8","","-14.3","","2.8","S","-34.4","","0.3","","35.8","","32.8","","30","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1967-02","1967","02","-8.3","","-20.5","","-14.4","","2.8","S","-34.4","","0.0","","25.1","","25.9","","28","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1967-03","1967","03","-2.2","","-13.3","","-7.8","","10.6","","-27.8","","6.6","","24.9","","31.0","","8","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1967-04","1967","04","7.6","","-4.9","","1.4","","21.1","","-18.3","","8.6","","43.4","","59.7","","10","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1967-05","1967","05","17.0","","1.9","","9.5","","28.9","","-7.8","","7.9","","0.0","T","8.4","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1967-06","1967","06","23.2","","8.7","","16.0","","32.2","","1.1","","9.1","","0.0","","9.1","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1967-07","1967","07","29.0","","11.6","","20.3","","36.7","","3.3","","9.7","","0.0","","9.7","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1967-08","1967","08","27.9","","11.2","","19.6","","35.6","","5.0","S","24.9","","0.0","","24.9","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1967-09","1967","09","24.1","","8.2","","16.2","","32.8","","-4.4","","15.0","","0.0","","15.0","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1967-10","1967","10","11.6","","0.5","","6.1","","21.1","S","-4.4","S","50.8","","0.5","","51.6","","0","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1967-11","1967","11","1.8","","-7.6","","-2.9","","12.8","","-20.6","","4.3","","11.9","","16.0","","3","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1967-12","1967","12","-6.3","","-15.8","","-11.1","","7.2","","-34.4","S","0.5","","17.3","","17.5","","8","","","","",""
"-102.97","49.22","ESTEVAN A","4012400","1968-01","1968","01","-10.3","","-20.7","","-15.5","","5.6","","-36.7","","4.1","","27.9","","21.8","","18","","","","<31",""
"-102.97","49.22","ESTEVAN A","4012400","1968-02","1968","02","-5.8","","-17.0","","-11.4","","6.1","","-28.3","","0.3","","8.9","","4.6","","8","","","","<31",""
"-102.97","49.22","ESTEVAN A","4012400","1968-03","1968","03","7.1","","-6.0","","0.6","","21.1","","-17.2","","0.0","T","0.5","","0.3","","0","","","","<31",""
"-102.97","49.22","ESTEVAN A","4012400","1968-04","1968","04","12.6","","-3.2","","4.7","","29.4","","-17.8","","8.9","","8.6","","17.5","","0","","","","<31",""
"-102.97","49.22","ESTEVAN A","4012400","1968-05","1968","05","16.4","","2.6","","9.5","","26.1","","-3.9","","38.6","","4.8","","45.5","","0","","","","<31",""
"-102.97","49.22","ESTEVAN A","4012400","1968-06","1968","06","21.6","","8.6","","15.1","","33.3","","2.8","","27.2","","0.0","","27.2","","0","","","","<31",""
"-102.97","49.22","ESTEVAN A","4012400","1968-07","1968","07","27.9","","11.6","","19.8","","37.2","S","4.4","","56.4","","0.0","","56.4","","0","","","","<31",""
"-102.97","49.22","ESTEVAN A","4012400","1968-08","1968","08","21.8","","10.3","","16.1","","30.6","","3.3","","125.5","","0.0","","125.5","","0","","","","<31",""
"-102.97","49.22","ESTEVAN A","4012400","1968-09","1968","09","20.2","","6.8","","13.5","","30.6","","1.7","S","37.6","","0.0","","37.6","","0","","","","<31",""
"-102.97","49.22","ESTEVAN A","4012400","1968-10","1968","10","11.9","","0.3","","6.1","","20.0","S","-5.0","","18.0","","0.0","T","18.0","","0","","","","<31",""
"-102.97","49.22","ESTEVAN A","4012400","1968-11","1968","11","2.5","","-6.1","","-1.8","","12.8","","-16.1","","0.0","T","19.3","","17.5","","0","","20","","61",""
"-102.97","49.22","ESTEVAN A","4012400","1968-12","1968","12","-9.8","","-19.1","","-14.5","","5.6","","-35.6","","0.0","T","22.9","","20.8","","20","","32","","116",""
"-102.97","49.22","ESTEVAN A","4012400","1969-01","1969","01","-17.4","","-27.6","","-22.5","","1.1","","-41.1","","2.8","","57.9","","50.0","","51","","9","","71",""
"-102.97","49.22","ESTEVAN A","4012400","1969-02","1969","02","-8.6","","-18.4","","-13.5","","1.1","","-34.4","","0.0","T","29.7","","29.5","","46","","32","","84",""
"-102.97","49.22","ESTEVAN A","4012400","1969-03","1969","03","-4.5","","-14.8","","-9.7","","5.0","","-26.7","","2.8","","11.2","","14.2","","20","","32","","55",""
"-102.97","49.22","ESTEVAN A","4012400","1969-04","1969","04","12.9","","1.1","","7.0","","23.3","S","-6.1","","32.3","","0.8","","33.0","","0","","7","","64",""
"-102.97","49.22","ESTEVAN A","4012400","1969-05","1969","05","18.6","","4.5","","11.6","","35.0","","-0.6","","18.8","","0.0","","18.8","","0","","32","","72",""
"-102.97","49.22","ESTEVAN A","4012400","1969-06","1969","06","19.6","","6.4","","13.0","","30.6","","-2.8","","67.1","","0.0","","67.1","","0","","29","","63",""
"-102.97","49.22","ESTEVAN A","4012400","1969-07","1969","07","24.4","","12.6","","18.5","","33.9","","7.8","S","120.4","","0.0","","120.4","","0","","9","","80",""
"-102.97","49.22","ESTEVAN A","4012400","1969-08","1969","08","28.9","","12.8","","20.9","","35.6","","6.1","","53.6","","0.0","","53.6","","0","","29","","71","S"
"-102.97","49.22","ESTEVAN A","4012400","1969-09","1969","09","21.2","","6.5","","13.9","","32.8","","-0.6","","29.7","","0.0","","29.7","","0","","11","","60",""
"-102.97","49.22","ESTEVAN A","4012400","1969-10","1969","10","7.6","","-1.9","","2.9","","19.4","","-9.4","","24.4","","5.1","","30.0","","0","","9","","66",""
"-102.97","49.22","ESTEVAN A","4012400","1969-11","1969","11","4.9","","-6.8","","-1.0","","20.6","","-19.4","","0.5","","1.3","","1.8","","0","","32","","84",""
"-102.97","49.22","ESTEVAN A","4012400","1969-12","1969","12","-3.6","","-13.9","","-8.8","","13.3","","-24.4","","0.0","","21.6","","16.3","","13","","32","","64",""
"-102.97","49.22","ESTEVAN A","4012400","1970-01","1970","01","-13.5","","-22.2","","-17.9","","2.8","","-37.2","","0.0","","25.4","","22.1","","25","","29","","64",""
"-102.97","49.22","ESTEVAN A","4012400","1970-02","1970","02","-4.8","","-18.8","","-11.8","","3.3","S","-35.0","","0.0","T","18.8","","17.8","","10","","32","","100",""
"-102.97","49.22","ESTEVAN A","4012400","1970-03","1970","03","-3.5","","-13.8","","-8.7","","8.9","","-23.9","","0.3","","14.5","","13.7","","3","","32","","74",""
"-102.97","49.22","ESTEVAN A","4012400","1970-04","1970","04","6.7","","-2.3","","2.2","","20.0","","-12.2","","33.0","","48.5","","90.7","","0","T","27","","119",""
"-102.97","49.22","ESTEVAN A","4012400","1970-05","1970","05","15.3","","4.1","","9.7","","31.1","","-3.9","","54.4","","13.2","","70.1","","0","","29","","69",""
"-102.97","49.22","ESTEVAN A","4012400","1970-06","1970","06","25.8","","12.2","","19.0","","33.3","","5.0","S","79.8","","0.0","","79.8","","0","","27","","79",""
"-102.97","49.22","ESTEVAN A","4012400","1970-07","1970","07","27.3","","14.2","","20.8","","35.6","","9.4","","165.1","","0.0","","165.1","","0","","23","","105",""
"-102.97","49.22","ESTEVAN A","4012400","1970-08","1970","08","27.4","","11.1","","19.3","","35.0","","5.6","","22.1","","0.0","","22.1","","0","","27","","138",""
"-102.97","49.22","ESTEVAN A","4012400","1970-09","1970","09","19.2","","5.8","","12.5","","32.2","","-3.9","","38.4","","0.0","","38.4","","0","","29","","55",""
"-102.97","49.22","ESTEVAN A","4012400","1970-10","1970","10","10.6","","-0.9","","4.9","","25.6","","-6.1","","18.0","","22.6","","45.5","","0","","34","","72",""
"-102.97","49.22","ESTEVAN A","4012400","1970-11","1970","11","-1.3","","-8.6","","-5.0","","8.3","S","-22.2","","0.0","T","13.2","","13.2","","0","T","29","","85",""
"-102.97","49.22","ESTEVAN A","4012400","1970-12","1970","12","-8.1","","-19.8","","-14.0","","5.0","","-36.1","","0.0","T","21.6","","19.8","","13","","29","","80",""
"-102.97","49.22","ESTEVAN A","4012400","1971-01","1971","01","-14.8","","-23.6","","-19.2","","3.3","S","-36.7","","0.0","T","14.7","","15.0","","13","","29","","72",""
"-102.97","49.22","ESTEVAN A","4012400","1971-02","1971","02","-5.0","","-15.3","","-10.2","","5.6","","-31.1","","0.0","T","4.8","","2.8","","3","","27","","61",""
"-102.97","49.22","ESTEVAN A","4012400","1971-03","1971","03","0.9","","-8.7","","-3.9","","15.6","","-20.0","","0.8","","8.4","","8.1","","0","T","29","","64",""
"-102.97","49.22","ESTEVAN A","4012400","1971-04","1971","04","11.3","","-1.4","","5.0","","26.7","","-11.1","","22.6","","3.3","","26.2","","0","","9","","72",""
"-102.97","49.22","ESTEVAN A","4012400","1971-05","1971","05","19.8","","3.4","","11.6","","27.8","","-1.7","","35.8","","0.0","","35.8","","0","","11","","69",""
"-102.97","49.22","ESTEVAN A","4012400","1971-06","1971","06","23.2","","10.6","","16.9","","29.4","","2.2","","156.7","","0.0","","156.7","","0","","14","","72",""
"-102.97","49.22","ESTEVAN A","4012400","1971-07","1971","07","23.9","","10.8","","17.4","","31.7","","5.6","","47.8","","0.0","","47.8","","0","","32","","92",""
"-102.97","49.22","ESTEVAN A","4012400","1971-08","1971","08","29.7","","12.3","","21.0","","37.8","","5.6","","4.1","","0.0","","4.1","","0","","29","","69",""
"-102.97","49.22","ESTEVAN A","4012400","1971-09","1971","09","18.9","","6.4","","12.7","","31.7","","0.0","","58.2","","0.0","","58.2","","0","","29","","97",""
"-102.97","49.22","ESTEVAN A","4012400","1971-10","1971","10","11.2","","0.0","","5.6","","23.9","","-10.6","","67.1","","11.2","","74.9","","5","","29","","82",""
"-102.97","49.22","ESTEVAN A","4012400","1971-11","1971","11","1.6","","-7.3","","-2.9","","14.4","","-19.4","","3.8","","14.2","","17.0","","3","","27","","87",""
"-102.97","49.22","ESTEVAN A","4012400","1971-12","1971","12","-8.3","","-19.1","","-13.7","","2.8","","-28.3","","0.5","","8.9","","8.9","","10","","27","","60",""
"-102.97","49.22","ESTEVAN A","4012400","1972-01","1972","01","-12.6","","-24.1","","-18.4","","5.0","","-36.7","","0.0","T","17.0","","15.7","","13","","27","","84",""
"-102.97","49.22","ESTEVAN A","4012400","1972-02","1972","02","-11.3","","-21.3","","-16.3","","3.3","","-30.0","S","0.0","T","46.2","","46.7","","36","","32","","119",""
"-102.97","49.22","ESTEVAN A","4012400","1972-03","1972","03","-1.3","","-10.4","","-5.9","","10.6","","-35.6","","3.8","","22.1","","29.0","","3","","32","","95",""
"-102.97","49.22","ESTEVAN A","4012400","1972-04","1972","04","9.4","","-1.9","","3.8","","18.3","","-11.7","","11.7","","19.8","","37.1","","0","","29","","71",""
"-102.97","49.22","ESTEVAN A","4012400","1972-05","1972","05","19.8","","6.3","","13.1","","32.8","","-6.1","","83.3","","0.0","T","83.3","","0","","11","","58",""
"-102.97","49.22","ESTEVAN A","4012400","1972-06","1972","06","23.7","","11.3","","17.5","","31.1","","4.4","","90.4","","0.0","","90.4","","0","","11","","74",""
"-102.97","49.22","ESTEVAN A","4012400","1972-07","1972","07","22.5","","10.8","","16.7","","31.7","","6.7","S","55.4","","0.0","","55.4","","0","","11","","64","S"
"-102.97","49.22","ESTEVAN A","4012400","1972-08","1972","08","25.9","","12.7","","19.3","","33.9","","8.3","S","84.3","","0.0","","84.3","","0","","32","","72",""
"-102.97","49.22","ESTEVAN A","4012400","1972-09","1972","09","16.4","","3.8","","10.1","","29.4","","-3.9","","27.9","","6.4","","34.3","","0","","27","","87",""
"-102.97","49.22","ESTEVAN A","4012400","1972-10","1972","10","9.6","","-2.8","","3.4","","21.7","","-15.0","","1.8","","6.1","","8.6","","5","","32","","53",""
"-102.97","49.22","ESTEVAN A","4012400","1972-11","1972","11","0.4","","-6.4","","-3.0","","9.4","","-17.8","","0.0","T","12.7","","10.9","","5","","32","","58",""
"-102.97","49.22","ESTEVAN A","4012400","1972-12","1972","12","-10.2","","-20.2","","-15.2","","4.4","S","-32.8","","0.5","","14.7","","13.5","","13","","20","","64",""
"-102.97","49.22","ESTEVAN A","4012400","1973-01","1973","01","-4.3","","-13.3","","-8.8","","8.3","","-32.2","","1.3","","2.0","","2.5","","0","T","29","","64",""
"-102.97","49.22","ESTEVAN A","4012400","1973-02","1973","02","-2.7","","-13.7","","-8.2","","8.9","","-30.6","","0.5","","9.9","","10.2","","0","T","29","","85",""
"-102.97","49.22","ESTEVAN A","4012400","1973-03","1973","03","7.8","","-3.7","","2.1","","18.9","","-8.9","","1.8","","3.8","","5.8","","0","","18","","68",""
"-102.97","49.22","ESTEVAN A","4012400","1973-04","1973","04","10.1","","-2.6","","3.8","","22.2","","-12.2","","32.3","","2.5","","35.3","","0","","23","","61",""
"-102.97","49.22","ESTEVAN A","4012400","1973-05","1973","05","18.7","","4.2","","11.5","","28.9","","-2.8","","31.5","","0.0","","31.5","","0","","27","","72",""
"-102.97","49.22","ESTEVAN A","4012400","1973-06","1973","06","23.9","","10.3","","17.1","","32.2","","4.4","","68.3","","0.0","","68.3","","0","","27","","84",""
"-102.97","49.22","ESTEVAN A","4012400","1973-07","1973","07","26.5","","11.7","","19.1","","33.9","","7.2","","29.5","","0.0","","29.5","","0","","27","","76",""
"-102.97","49.22","ESTEVAN A","4012400","1973-08","1973","08","28.8","","12.9","","20.9","","35.6","","7.2","","31.0","","0.0","","31.0","","0","","18","","126",""
"-102.97","49.22","ESTEVAN A","4012400","1973-09","1973","09","18.2","","5.8","","12.0","","27.2","S","-3.9","","100.1","","0.0","","100.1","","0","","11","","85",""
"-102.97","49.22","ESTEVAN A","4012400","1973-10","1973","10","14.4","","0.9","","7.7","","23.9","","-4.4","","19.8","","0.0","T","19.8","","0","","29","","77",""
"-102.97","49.22","ESTEVAN A","4012400","1973-11","1973","11","-3.8","","-13.3","","-8.6","","6.7","","-22.8","","0.8","","25.4","","25.4","","5","","11","","64",""
"-102.97","49.22","ESTEVAN A","4012400","1973-12","1973","12","-8.6","","-16.6","","-12.6","","3.3","S","-31.7","","3.6","","28.2","","30.7","","20","","32","","113",""
"-102.97","49.22","ESTEVAN A","4012400","1974-01","1974","01","-11.7","","-22.7","","-17.2","","3.9","","-35.6","","0.0","","28.2","","28.7","","28","","32","","69",""
"-102.97","49.22","ESTEVAN A","4012400","1974-02","1974","02","-6.0","","-17.4","","-11.7","","2.2","S","-30.6","","0.0","","35.3","","33.5","","36","","32","","90",""
"-102.97","49.22","ESTEVAN A","4012400","1974-03","1974","03","-2.7","","-12.6","","-7.7","","4.4","","-26.7","","3.0","","30.7","","30.2","","10","","32","","84",""
"-102.97","49.22","ESTEVAN A","4012400","1974-04","1974","04","9.0","","-2.3","","3.4","","26.7","","-12.8","S","18.0","","6.4","","25.4","","0","","11","","61",""
"-102.97","49.22","ESTEVAN A","4012400","1974-05","1974","05","13.7","","3.4","","8.6","","22.2","","-2.8","","94.0","","5.6","","105.4","","0","","11","","61","S"
"-102.97","49.22","ESTEVAN A","4012400","1974-06","1974","06","24.7","","9.9","","17.3","","33.9","","5.0","S","16.0","","0.0","","16.0","","0","","29","","71",""
"-102.97","49.22","ESTEVAN A","4012400","1974-07","1974","07","28.5","","14.1","","21.3","","33.9","S","7.8","","139.7","","0.0","","139.7","","0","","29","","137",""
"-102.97","49.22","ESTEVAN A","4012400","1974-08","1974","08","21.7","","9.3","","15.5","","30.6","","2.2","","63.2","","0.0","","63.2","","0","","32","","71",""
"-102.97","49.22","ESTEVAN A","4012400","1974-09","1974","09","17.4","","3.6","","10.5","","26.1","S","-5.6","","4.8","","0.0","T","4.8","","0","","29","","71",""
"-102.97","49.22","ESTEVAN A","4012400","1974-10","1974","10","15.4","","-0.1","","7.7","","25.0","","-11.7","","1.5","","6.9","","9.9","","0","","18","","69",""
"-102.97","49.22","ESTEVAN A","4012400","1974-11","1974","11","3.8","","-7.0","","-1.6","","13.3","","-19.4","","0.0","T","0.8","","0.3","","0","T","29","","69",""
"-102.97","49.22","ESTEVAN A","4012400","1974-12","1974","12","-1.4","","-10.6","","-6.0","","7.8","","-18.9","","0.0","T","22.6","","23.6","","15","","32","","76",""
"-102.97","49.22","ESTEVAN A","4012400","1975-01","1975","01","-7.4","","-19.1","","-13.3","","2.8","S","-31.1","","2.0","","16.8","","17.5","","13","","29","","101",""
"-102.97","49.22","ESTEVAN A","4012400","1975-02","1975","02","-8.9","","-18.3","","-13.6","","3.3","","-29.4","","0.0","","10.9","","9.1","","8","","32","","93",""
"-102.97","49.22","ESTEVAN A","4012400","1975-03","1975","03","-2.2","","-12.6","","-7.4","","12.2","","-24.4","","3.3","","28.2","","32.0","","15","","11","","71",""
"-102.97","49.22","ESTEVAN A","4012400","1975-04","1975","04","3.7","","-3.2","","0.3","","14.4","","-22.8","","74.9","","28.4","","114.0","","0","T","9","","72",""
"-102.97","49.22","ESTEVAN A","4012400","1975-05","1975","05","16.8","","5.1","","11.0","","26.7","","-3.3","","37.6","","1.3","","39.1","","0","","9","","85",""
"-102.97","49.22","ESTEVAN A","4012400","1975-06","1975","06","22.2","","10.5","","16.4","","30.6","","5.0","","123.2","","0.0","","123.2","","0","","25","","85",""
"-102.97","49.22","ESTEVAN A","4012400","1975-07","1975","07","29.2","","15.3","","22.3","","37.2","","9.4","","53.3","","0.0","","53.3","","0","","25","","76",""
"-102.97","49.22","ESTEVAN A","4012400","1975-08","1975","08","22.7","","10.4","","16.6","","32.8","","3.3","S","118.6","","0.0","","118.6","","0","","29","","64",""
"-102.97","49.22","ESTEVAN A","4012400","1975-09","1975","09","17.6","","5.9","","11.8","","28.9","","1.1","","114.8","","0.0","","114.8","","0","","32","","77",""
